@RELATION pnts-dense
@ATTRIBUTE root~0~6~0~combined NUMERIC
@ATTRIBUTE gas_tank~1~6~0~combined NUMERIC
@ATTRIBUTE handle~2~6~0~combined NUMERIC
@ATTRIBUTE light~3~6~0~combined NUMERIC
@ATTRIBUTE seat~4~6~0~combined NUMERIC
@ATTRIBUTE whyeel~5~6~0~combined NUMERIC
@ATTRIBUTE other...~6~6~0~combined NUMERIC
@DATA
0.00,0.28,0.26,0.37,0.31,0.43,0.00
0.00,0.25,0.21,0.26,0.21,0.16,0.00
0.00,0.45,0.40,0.58,0.70,0.37,0.00
0.00,0.46,0.41,0.60,0.63,0.38,0.00
0.00,0.21,0.19,0.28,0.24,0.22,0.00
0.00,0.25,0.19,0.28,0.22,0.17,0.00
0.00,0.23,0.19,0.27,0.24,0.17,0.00
0.00,0.08,0.07,0.11,0.09,1.00,0.00
0.00,0.15,0.13,0.20,0.16,0.14,0.22
0.00,0.21,0.19,0.28,0.23,0.48,0.00
0.00,0.20,0.18,0.26,0.22,0.41,0.00
0.00,0.16,0.14,0.21,0.17,0.96,0.00
0.00,0.28,0.25,0.37,0.30,0.76,0.00
0.00,0.13,0.12,0.17,0.15,0.75,0.00
0.00,0.29,0.27,0.39,0.32,0.27,0.00
0.00,0.28,0.26,0.38,0.31,0.88,0.00
0.00,0.16,0.12,0.18,0.16,0.13,0.26
0.00,0.33,0.29,0.43,0.36,0.27,0.00
0.00,0.09,0.08,0.12,0.10,0.70,0.00
0.00,0.26,0.15,0.22,0.19,0.14,0.05
0.00,0.18,0.17,0.25,0.20,0.94,0.00
0.00,0.14,0.12,0.18,1.00,0.12,0.00
0.00,0.49,0.23,0.32,0.41,0.19,0.00
0.00,0.13,0.12,0.18,0.15,0.97,0.00
0.00,0.35,0.32,0.46,0.38,0.44,0.00
0.00,0.28,0.26,0.38,0.31,0.68,0.00
0.00,0.35,0.32,0.46,0.39,0.29,0.00
0.00,0.21,0.19,0.29,0.24,0.91,0.00
0.00,0.41,0.37,0.54,0.45,0.66,0.00
0.00,0.14,0.13,0.18,0.15,0.99,0.00
0.00,0.27,0.25,0.36,0.30,0.90,0.00
0.00,0.23,0.21,0.30,0.25,0.34,0.00
0.00,0.23,0.18,0.26,0.21,0.15,0.00
0.00,0.42,0.24,0.35,0.31,0.21,0.00
0.00,0.22,0.20,0.30,0.25,0.19,0.00
0.00,0.44,0.38,0.59,0.45,0.34,0.00
0.00,0.18,0.16,0.23,0.21,0.89,0.00
0.00,0.42,0.30,0.43,0.36,0.26,0.00
0.00,0.14,0.13,0.19,0.16,0.97,0.00
0.00,0.23,0.20,0.29,0.63,0.19,0.00
0.00,0.14,0.13,0.19,0.38,0.12,0.05
0.00,0.22,0.20,0.30,0.24,0.87,0.00
0.00,0.14,0.13,0.18,0.17,0.93,0.00
0.00,0.23,0.21,0.30,0.25,0.70,0.00
0.00,0.16,0.15,0.22,0.18,0.18,0.11
0.00,0.28,0.25,0.37,0.30,0.29,0.00
0.00,0.38,0.34,0.49,0.41,0.31,0.00
0.00,0.30,0.27,0.40,0.33,0.50,0.00
0.00,0.19,0.18,0.26,0.21,0.20,0.00
0.00,0.32,0.27,0.38,0.31,0.23,0.00
0.00,0.35,0.32,0.47,0.39,0.34,0.00
0.00,0.23,0.21,0.31,0.26,0.20,0.00
0.00,0.19,0.18,0.26,0.21,0.97,0.00
0.00,0.45,0.41,0.59,0.50,0.40,0.00
0.00,0.15,0.14,0.20,0.16,0.96,0.00
0.00,0.27,0.18,0.27,0.60,0.18,0.00
0.00,0.14,0.13,0.19,0.15,0.94,0.00
0.00,0.34,0.30,0.44,0.37,0.30,0.00
0.00,0.24,0.21,0.31,0.26,0.89,0.00
0.00,0.47,0.40,0.60,0.50,0.37,0.00
0.00,0.27,0.23,0.34,0.29,0.23,0.00
0.00,0.19,0.17,0.25,0.21,0.19,0.00
0.00,0.36,0.26,0.38,0.32,0.24,0.00
0.00,0.27,0.24,0.35,0.30,0.77,0.00
0.00,0.12,0.11,0.17,0.14,0.96,0.00
0.00,0.53,0.41,0.59,0.61,0.37,0.00
0.00,0.50,0.32,0.47,0.41,0.29,0.00
0.00,0.42,0.38,0.56,0.47,0.38,0.00
0.00,0.26,0.24,0.35,0.29,0.27,0.00
0.00,0.25,0.21,0.30,0.26,0.19,0.00
0.00,0.13,0.11,0.16,0.11,0.08,0.42
0.00,0.34,0.10,0.15,0.77,0.09,0.00
0.00,0.16,0.14,0.21,0.19,0.91,0.00
0.00,0.28,0.24,0.35,0.59,0.23,0.00
0.00,0.38,0.34,0.49,0.45,0.33,0.00
0.00,0.39,0.36,0.52,0.43,0.34,0.00
0.00,0.22,0.19,0.28,0.23,0.37,0.00
0.00,0.20,0.16,0.23,0.23,0.16,0.03
0.00,0.13,0.11,0.17,0.14,0.88,0.00
0.00,0.63,0.44,0.65,0.54,0.40,0.00
0.00,0.30,0.27,0.40,0.33,0.48,0.00
0.00,0.22,0.10,0.14,0.31,0.10,0.14
0.00,0.13,0.12,0.17,0.14,1.00,0.00
0.00,0.19,0.17,0.25,0.21,0.17,0.02
0.00,0.17,0.16,0.23,0.20,0.86,0.00
0.00,0.46,0.17,0.24,0.44,0.15,0.00
0.00,0.48,0.31,0.45,0.56,0.28,0.00
0.00,0.21,0.19,0.28,0.23,0.93,0.00
0.00,0.15,0.09,0.14,1.00,0.09,0.00
0.00,0.20,0.18,0.27,0.22,0.48,0.00
0.00,0.59,0.54,0.79,0.65,0.55,0.00
0.00,0.14,0.13,0.19,0.16,0.99,0.00
0.00,0.38,0.34,0.50,0.42,0.50,0.00
0.00,0.18,0.16,0.24,0.20,0.92,0.00
0.00,0.37,0.32,0.47,0.47,0.30,0.00
0.00,0.55,0.49,0.71,0.59,0.44,0.00
0.00,0.15,0.14,0.20,0.17,0.50,0.00
0.00,0.17,0.16,0.23,0.19,0.19,0.05
0.00,0.29,0.26,0.38,0.32,0.45,0.00
0.00,0.18,0.16,0.23,0.20,0.16,0.07
0.00,0.20,0.18,0.26,0.22,0.80,0.00
0.00,0.20,0.18,0.27,0.22,0.26,0.00
0.00,0.50,0.45,0.66,0.55,0.41,0.00
0.00,0.27,0.25,0.36,0.30,0.69,0.00
0.00,0.29,0.26,0.38,0.32,0.69,0.00
0.00,0.69,0.42,0.61,0.51,0.38,0.00
0.00,0.15,0.13,0.20,0.16,0.91,0.00
0.00,0.58,0.52,0.76,0.63,0.47,0.00
0.00,0.21,0.19,0.28,0.23,0.61,0.00
0.00,0.14,0.13,0.19,0.15,0.99,0.00
0.00,0.14,0.12,0.18,0.15,0.77,0.00
0.00,0.39,0.15,0.22,0.38,0.14,0.00
0.00,0.39,0.23,0.33,0.53,0.21,0.00
0.00,0.27,0.39,0.33,0.26,0.20,0.00
0.00,0.45,0.13,0.19,0.46,0.12,0.00
0.00,0.25,0.11,0.16,0.34,0.10,0.04
0.00,0.45,0.23,0.33,0.55,0.21,0.00
0.00,0.45,0.19,0.27,0.64,0.17,0.00
0.00,0.16,0.14,0.21,0.18,0.14,0.17
0.00,0.25,0.21,0.31,0.24,0.18,0.00
0.00,0.26,0.15,0.22,0.19,0.15,0.04
0.00,0.44,0.40,0.59,0.49,0.49,0.00
0.00,0.28,0.24,0.36,0.29,0.23,0.00
0.00,0.20,0.18,0.26,0.22,0.17,0.00
0.00,0.10,0.09,0.13,0.11,0.97,0.00
0.00,0.20,0.13,0.20,0.18,0.14,0.15
0.00,0.21,0.19,0.28,0.23,0.92,0.00
0.00,0.19,0.17,0.25,0.21,0.66,0.00
0.00,0.14,0.13,0.19,0.16,0.38,0.00
0.00,0.27,0.22,0.32,0.27,0.21,0.00
0.00,0.34,0.31,0.46,0.38,0.47,0.00
0.00,0.15,0.14,0.20,0.16,0.13,0.22
0.00,0.39,0.36,0.52,0.43,0.51,0.00
0.00,0.33,0.30,0.44,0.37,0.44,0.00
0.00,0.26,0.19,0.28,0.26,0.18,0.00
0.00,0.13,0.12,0.17,0.14,1.00,0.00
0.00,0.32,0.28,0.41,0.35,0.26,0.00
0.00,0.28,0.25,0.37,0.31,0.24,0.00
0.00,0.33,0.30,0.44,0.37,0.30,0.00
0.00,0.25,0.23,0.33,0.27,0.90,0.00
0.00,0.19,0.17,0.25,0.21,0.16,0.01
0.00,0.42,0.38,0.55,0.46,0.59,0.00
0.00,0.31,0.28,0.41,0.34,0.37,0.00
0.00,0.23,0.21,0.30,0.25,0.21,0.00
0.00,0.30,0.27,0.39,0.33,0.25,0.00
0.00,0.33,0.30,0.43,0.41,0.30,0.00
0.00,0.30,0.28,0.40,0.34,0.76,0.00
0.00,0.24,0.22,0.32,0.26,0.23,0.00
0.00,0.28,0.25,0.36,0.30,0.23,0.00
0.00,0.15,0.13,0.19,0.16,0.13,0.23
0.00,0.13,0.12,0.18,0.15,0.18,0.23
0.00,0.34,0.31,0.45,0.37,0.31,0.00
0.00,0.27,0.18,0.27,0.22,0.16,0.00
0.00,0.50,0.23,0.34,0.33,0.21,0.00
0.00,0.17,0.15,0.23,0.19,0.15,0.10
0.00,0.22,0.20,0.29,0.24,0.18,0.00
0.00,0.19,0.17,0.24,0.83,0.16,0.00
0.00,0.15,0.14,0.21,0.17,0.96,0.00
0.00,0.08,0.07,0.10,0.08,1.00,0.00
0.00,0.12,0.11,0.16,0.13,0.98,0.00
0.00,0.17,0.16,0.23,0.19,0.15,0.10
0.00,0.24,0.21,0.31,0.26,0.45,0.00
0.00,0.20,0.17,0.25,0.21,0.16,0.01
0.00,0.29,0.26,0.38,0.32,0.87,0.00
0.00,0.14,0.12,0.17,0.15,0.12,0.30
0.00,0.20,0.17,0.25,0.21,0.17,0.00
0.00,0.18,0.17,0.25,0.20,0.29,0.00
0.00,0.09,0.09,0.12,0.10,1.00,0.00
0.00,0.22,0.20,0.29,0.24,0.89,0.00
0.00,0.23,0.21,0.31,0.25,0.92,0.00
0.00,0.13,0.12,0.18,0.15,0.91,0.00
0.00,0.22,0.15,0.22,0.22,0.15,0.03
0.00,0.44,0.32,0.46,0.40,0.29,0.00
0.00,0.38,0.25,0.36,0.32,0.23,0.00
0.00,0.29,0.27,0.39,0.32,0.87,0.00
0.00,0.22,0.74,0.29,0.24,0.18,0.00
0.00,0.20,0.18,0.26,0.21,0.17,0.00
0.00,0.23,0.21,0.31,0.26,0.89,0.00
0.00,0.20,0.18,0.27,0.22,0.86,0.00
0.00,0.23,0.17,0.25,0.20,0.15,0.00
0.00,0.46,0.42,0.61,0.52,0.41,0.00
0.00,0.45,0.41,0.59,0.49,0.39,0.00
0.00,0.31,0.21,0.32,0.27,0.21,0.00
0.00,0.16,0.14,0.21,0.17,0.99,0.00
0.00,0.29,0.25,0.37,0.40,0.26,0.00
0.00,0.18,0.16,0.24,0.22,0.79,0.00
0.00,0.16,0.14,0.21,0.19,0.88,0.00
0.00,0.08,0.07,0.10,0.09,0.98,0.00
0.00,0.10,0.10,0.14,0.12,1.00,0.00
0.00,0.25,0.38,0.31,0.25,0.18,0.00
0.00,0.47,0.39,0.58,0.56,0.38,0.00
0.00,0.22,0.20,0.30,0.24,0.93,0.00
0.00,0.36,0.33,0.48,0.40,0.31,0.00
0.00,0.21,0.18,0.27,0.23,0.19,0.00
0.00,0.10,0.09,0.14,0.11,1.00,0.00
0.00,0.26,0.45,0.32,0.26,0.19,0.00
0.00,0.38,0.31,0.43,0.36,0.26,0.00
0.00,0.36,0.25,0.37,0.37,0.24,0.00
0.00,0.15,0.14,0.20,0.17,0.16,0.17
0.00,0.23,0.16,0.23,0.23,0.16,0.00
0.00,0.24,0.22,0.32,0.27,0.92,0.00
0.00,0.28,0.25,0.37,0.31,0.88,0.00
0.00,0.09,0.08,0.11,0.09,0.27,0.35
0.00,0.32,0.29,0.43,0.36,0.28,0.00
0.00,0.27,0.24,0.35,0.29,0.90,0.00
0.00,0.18,0.16,0.23,0.62,0.15,0.00
0.00,0.30,0.27,0.39,0.32,0.24,0.00
0.00,0.27,0.24,0.36,0.30,0.48,0.00
0.00,0.12,0.10,0.14,0.12,0.09,0.43
0.00,0.18,0.16,0.23,0.19,0.88,0.00
0.00,0.22,0.20,0.29,0.24,0.76,0.00
0.00,0.47,0.27,0.39,0.34,0.24,0.00
0.00,0.15,0.13,0.20,0.24,0.23,0.05
0.00,0.18,0.16,0.24,0.20,0.97,0.00
0.00,0.14,0.13,0.19,0.19,0.88,0.00
0.00,0.39,0.36,0.52,0.43,0.47,0.00
0.00,0.12,0.11,0.16,0.13,0.92,0.00
0.00,0.22,0.20,0.29,0.24,0.91,0.00
0.00,0.10,0.09,0.14,0.11,1.00,0.00
0.00,0.09,0.09,0.12,0.10,0.16,0.43
0.00,0.19,0.18,0.26,0.21,0.93,0.00
0.00,0.28,0.25,0.37,0.31,0.25,0.00
0.00,0.14,0.13,0.19,0.15,0.87,0.00
0.00,0.27,0.25,0.36,0.30,0.25,0.00
0.00,0.26,0.24,0.35,0.29,0.22,0.00
0.00,0.25,0.23,0.33,0.28,0.23,0.00
0.00,0.68,0.35,0.52,0.45,0.32,0.00
0.00,0.33,0.29,0.42,0.37,0.27,0.00
0.00,0.28,0.25,0.37,0.30,0.77,0.00
0.00,0.25,0.22,0.33,0.27,0.25,0.00
0.00,0.35,0.31,0.45,0.38,0.29,0.00
0.00,0.25,0.23,0.34,0.28,0.24,0.00
0.00,0.14,0.12,0.18,0.32,0.12,0.12
0.00,0.16,0.14,0.21,0.18,0.93,0.00
0.00,0.34,0.22,0.32,0.90,0.20,0.00
0.00,0.30,0.28,0.40,0.33,0.44,0.00
0.00,0.31,0.28,0.41,0.34,0.27,0.00
0.00,0.20,0.17,0.25,0.19,0.14,0.05
0.00,0.40,0.36,0.53,0.44,0.67,0.00
0.00,0.31,0.28,0.41,0.44,0.29,0.00
0.00,0.16,0.14,0.21,0.18,0.14,0.17
0.00,0.23,0.20,0.30,0.25,0.22,0.00
0.00,0.24,0.21,0.31,0.26,0.61,0.00
0.00,0.35,0.28,0.41,0.34,0.25,0.00
0.00,0.10,0.10,0.14,0.11,1.00,0.00
0.00,0.18,0.15,0.22,0.21,0.16,0.07
0.00,0.10,0.09,0.14,0.11,1.00,0.00
0.00,0.49,0.39,0.57,0.48,0.35,0.00
0.00,0.26,0.22,0.33,0.27,0.21,0.00
0.00,0.07,0.06,0.09,0.07,0.95,0.00
0.00,0.14,0.13,0.18,0.17,0.64,0.00
0.00,0.19,0.17,0.25,0.21,0.18,0.00
0.00,0.20,0.18,0.26,0.22,0.93,0.00
0.00,0.23,0.21,0.31,0.26,0.94,0.00
0.00,0.22,0.19,0.28,0.24,0.18,0.00
0.00,0.20,0.17,0.25,1.00,0.17,0.00
0.00,0.39,0.20,0.30,0.82,0.18,0.00
0.00,0.39,0.35,0.51,0.43,0.62,0.00
0.00,0.21,0.19,0.28,0.23,0.89,0.00
0.00,0.25,0.23,0.33,0.27,0.81,0.00
0.00,0.53,0.48,0.70,0.58,0.43,0.00
0.00,0.15,0.12,0.17,0.17,0.11,0.28
0.00,0.09,0.09,0.12,0.11,0.97,0.00
0.00,0.40,0.36,0.52,0.44,0.38,0.00
0.00,0.24,0.22,0.32,0.27,0.92,0.00
0.00,0.29,0.27,0.39,0.32,0.78,0.00
0.00,0.60,0.41,0.61,0.55,0.39,0.00
0.00,0.51,0.45,0.65,0.59,0.41,0.00
0.00,0.18,0.16,0.24,0.20,0.93,0.00
0.00,0.38,0.33,0.49,0.42,0.31,0.00
0.00,0.25,0.23,0.34,0.28,0.24,0.00
0.00,0.14,0.65,0.18,0.15,0.11,0.00
0.00,0.53,0.23,0.34,0.32,0.21,0.00
0.00,0.43,0.27,0.39,0.33,0.24,0.00
0.00,0.18,0.16,0.24,0.20,0.96,0.00
0.00,0.10,0.09,0.13,0.11,0.33,0.23
0.00,0.13,0.11,0.17,0.17,0.90,0.00
0.00,0.20,0.18,0.27,0.22,0.94,0.00
0.00,0.24,0.15,0.22,0.21,0.15,0.03
0.00,0.13,0.11,0.17,0.14,0.11,0.34
0.00,0.61,0.48,0.71,0.62,0.44,0.00
0.00,0.24,0.22,0.32,0.27,0.35,0.00
0.00,0.18,0.17,0.24,0.20,0.86,0.00
0.00,0.28,0.26,0.38,0.31,0.86,0.00
0.00,0.31,0.29,0.42,0.35,0.69,0.00
0.00,0.12,0.11,0.16,0.13,0.24,0.23
0.00,0.32,0.29,0.42,0.35,0.32,0.00
0.00,0.19,0.15,0.22,0.21,0.15,0.07
0.00,0.23,0.21,0.30,0.25,0.40,0.00
0.00,0.15,0.13,0.20,0.17,0.93,0.00
0.00,0.22,0.20,0.29,0.24,0.55,0.00
0.00,0.26,0.24,0.35,0.29,0.24,0.00
0.00,0.22,0.20,0.30,0.25,0.19,0.00
0.00,0.46,0.42,0.61,0.51,0.41,0.00
0.00,0.28,0.23,0.35,0.28,0.20,0.00
0.00,0.29,0.27,0.39,0.32,0.80,0.00
